X,Y,Field1,Object_ID,SYS_CODE,LOC_NAME,BED_CODE,MAN_NAME,DES_TYPE,CAT_DES,BLD_CODE,ADDRESS,ST_CODE,LAT,LON,COM_DIST,COUN_DIS,CENSUS_TRA,BOR_BLOCK,NTA,NTA_NAME,ADM_DIST,DBN_CODE,DBN_CODE_X,DBN_CODE_Y,SCH_NAME,YEAR,TOT_ENRO,GRADE_PK,GRADE_K,GRADE_1,GRADE_2,GRADE_3,GRADE_4,GRADE_5,GRADE_6,GRADE_7,GRADE_8,GRADE_9,GRADE_10,GRADE_11,GRADE_12,NUM_POV,PERC_POV,ECON_IND
1014000.6326688,173966.963799049,498,K724,0.00000000000,Leadership Prep Canarsie Charter School (Leadershi,332000000000.00000000000,Charter,General Academic,K-8,K279,1070 EAST 104 STREET,NY,40.64413400000,-73.89279700000,318,46,98600,0.00000000000,BK50,Canarsie,OFFICE OF CHARTER SCHOOLS,84K724,0.00000000000,0.00000000000,Leadership Prep Canarsie Charter School (Leadershi,2018-19,797,0,90,89,90,89,87,90,87,88,87,0,0,0,0,639,80%,60%
988302.557942389,149481.695386387,499,K728,0.00000000000,Liberation Diploma Plus,332000000000.00000000000,DOE,Transfer School,High school,K728,2865 WEST 19TH STREET,NY,40.57697600000,-73.98541300000,313,47,32600,0.00000000000,BK21,Seagate-Coney Island,,21K728,-28.61364652640,10415648545600000.00000000000,Liberation Diploma Plus,2018-19,245,0,0,0,0,0,0,0,0,0,0,73,72,50,50,197,80%,86%
982821.654230305,186255.799944498,500,K730,0.00000000000,Summit Academy Charter School,332000000000.00000000000,Charter,General Academic,Secondary School,K027,27 HUNTINGTON STREET,NY,40.67791400000,-74.00515100000,306,38,5900,0.00000000000,BK33,Carroll Gardens-Columbia Street-Red Hook,OFFICE OF CHARTER SCHOOLS,84K730,0.00000000000,0.00000000000,Summit Academy Charter School,2018-19,324,0,0,0,0,0,0,0,38,43,49,53,68,33,40,247,76%,83%
1001848.45210121,155382.865787481,505,K738,0.00000000000,New Visions Charter High School for Advanced Math,332000000000.00000000000,Charter,General Academic,High school,K495,3000 AVENUE X,NY,40.59315700000,-73.93663500000,315,48,62600,0.00000000000,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,OFFICE OF CHARTER SCHOOLS,84K738,0.00000000000,0.00000000000,New Visions Charter High School for Advanced Math,2018-19,391,0,0,0,0,0,0,0,0,0,0,110,95,95,91,320,82%,64%
1001848.45210121,155382.865787481,506,K739,0.00000000000,New Visions Charter High School for the Humanities,332000000000.00000000000,Charter,General Academic,High school,K495,3000 AVENUE X,NY,40.59315700000,-73.93663500000,315,48,62600,0.00000000000,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,OFFICE OF CHARTER SCHOOLS,84K739,0.00000000000,0.00000000000,New Visions Charter High School for the Humanities,2018-19,233,0,0,0,0,0,0,0,0,0,0,74,64,49,46,174,75%,69%
992025.442630394,151501.688411812,510,K744,0.00000000000,Coney Island Preparatory Public Charter School,332000000000.00000000000,Charter,General Academic,K-12 all grades,K303,501 WEST AVENUE,NY,40.58251800000,-73.97200900000,313,47,35400,0.00000000000,BK23,West Brighton,OFFICE OF CHARTER SCHOOLS,84K744,0.00000000000,0.00000000000,Coney Island Preparatory Public Charter School,2018-19,1008,0,63,61,64,61,64,92,91,88,86,89,91,84,74,835,83%,78%
1008041.30117701,162347.121000643,512,K746,0.00000000000,Hebrew Language Academy Charter School,332000000000.00000000000,Charter,General Academic,K-8,KBZT,2186 MILL AVENUE,NY,40.61225800000,-73.91431200000,318,46,69800,0.00000000000,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,OFFICE OF CHARTER SCHOOLS,84K746,0.00000000000,0.00000000000,Hebrew Language Academy Charter School,2018-19,710,0,71,89,94,79,88,84,80,58,67,0,0,0,0,494,70%,54%
996512.665819901,150680.890166639,528,K771,0.00000000000,P.S. K771,308000000000.00000000000,DOE,Special Education,K-12 all grades,K225,1075 OCEAN VIEW AVENUE,NY,40.58026000000,-73.95585600000,313,48,61004,0.00000000000,BK19,Brighton Beach,CITYWIDE SPECIAL EDUCATION,75K771,0.00000000000,0.00000000000,P.S. K771,2018-19,433,0,35,39,46,55,58,81,43,31,23,6,5,4,7,349,81%,85%
1008426.45111838,165363.758451789,534,K781,0.00000000000,Success Academy Charter School - Bergen Beach - Ne,332000000000.00000000000,Charter,General Academic,Elementary,K078,1420 EAST ��������������,NY,40.62053700000,-73.91291400000,318,46,69602,0.00000000000,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,OFFICE OF CHARTER SCHOOLS,84K781,0.00000000000,0.00000000000,Success Academy Charter School - Bergen Beach - Ne,2018-19,546,0,108,94,96,86,56,106,0,0,0,0,0,0,0,374,69%,51%
1001300.46209166,154644.716725589,546,K811,0.00000000000,P.S. K811 Connie Lekas School,308000000000.00000000000,DOE,Special Education,Secondary School,K286,2525 HARING STREET,NY,40.59113200000,-73.93861000000,315,48,59600,0.00000000000,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,CITYWIDE SPECIAL EDUCATION,75K811,0.00000000000,0.00000000000,P.S. K811 Connie Lekas School,2018-19,337,0,0,0,0,0,0,0,14,10,24,48,27,49,165,310,92%,93%
1000231.44282332,228028.707480853,574,M012,0.00000000000,Tag Young Scholars,310000000000.00000000000,DOE,General Academic,K-8,M117,240 EAST 109 STREET,NY,40.79255600000,-73.94228500000,111,8,17000,0.00000000000,MN33,East Harlem South,COMMUNITY SCHOOL DISTRICT 04,04M012,37.57570562200,9853621824470000.00000000000,Tag Young Scholars,2018-19,601,0,51,62,64,64,65,66,68,77,84,0,0,0,0,205,34%,38%
990141.498046145,202345.63520266,575,M015,0.00000000000,P.S. 015 Roberto Clemente,310000000000.00000000000,DOE,General Academic,Elementary,M015,333 EAST �������������,NY,40.72207500000,-73.97874700000,103,2,2601,0.00000000000,MN28,Lower East Side,COMMUNITY SCHOOL DISTRICT 01,01M015,134.26435009200,9956515865190000.00000000000,P.S. 015 Roberto Clemente,2018-19,174,13,20,33,30,30,20,28,0,0,0,0,0,0,0,145,83%,88%
991163.640126464,203778.817866233,582,M034,0.00000000000,P.S. 034 Franklin D. Roosevelt,310000000000.00000000000,DOE,General Academic,K-8,M034,730 EAST ��������������,NY,40.72600800000,-73.97505800000,103,2,2800,0.00000000000,MN28,Lower East Side,COMMUNITY SCHOOL DISTRICT 01,01M034,-68.66780913640,10637430942400000.00000000000,P.S. 034 Franklin D. Roosevelt,2018-19,305,17,26,20,16,21,43,40,39,44,39,0,0,0,0,301,99%,94%
1002595.66813502,230474.702277632,585,M037,0.00000000000,River East Elementary,310000000000.00000000000,DOE,General Academic,Elementary,M045,2351 FIRST AVENUE,NY,40.79926500000,-73.93374000000,111,8,19400,0.00000000000,MN34,East Harlem North,COMMUNITY SCHOOL DISTRICT 04,04M037,-176.06202802800,10749738267000000.00000000000,River East Elementary,2018-19,259,31,41,35,26,43,51,32,0,0,0,0,0,0,0,218,84%,86%
999546.465236589,226611.733600931,586,M038,0.00000000000,P.S. 38 Roberto Clemente,310000000000.00000000000,DOE,General Academic,Elementary,M121,232 EAST 103 STREET,NY,40.78866800000,-73.94476200000,111,8,16400,0.00000000000,MN33,East Harlem South,COMMUNITY SCHOOL DISTRICT 04,04M038,-171.89898736800,10787474722100000.00000000000,P.S. 38 Roberto Clemente,2018-19,241,39,27,25,29,45,41,35,0,0,0,0,0,0,0,227,94%,94%
1001878.63784142,241817.767697603,590,M046,0.00000000000,P.S. 046 Arthur Tappan,311000000000.00000000000,DOE,General Academic,K-8,M046,2987 FREDERICK DOUGLASS BOULEVARD,NY,40.83040000000,-73.93630000000,110,9,24302,0.00000000000,MN03,Central Harlem North-Polo Grounds,COMMUNITY SCHOOL DISTRICT 05,05M046,115.93044020800,11094877281800000.00000000000,P.S. 046 Arthur Tappan,2018-19,630,51,49,57,63,63,64,83,78,55,67,0,0,0,0,586,93%,95%
998801.519244708,227622.667575978,602,M072,0.00000000000,The Lexington Academy,310000000000.00000000000,DOE,General Academic,K-8,M072,131 EAST 104 STREET,NY,40.79144400000,-73.94745000000,111,8,16600,0.00000000000,MN33,East Harlem South,COMMUNITY SCHOOL DISTRICT 04,04M072,69.19727112580,12165305496500000.00000000000,The Lexington Academy,2018-19,646,42,55,64,52,67,64,69,81,66,86,0,0,0,0,566,88%,90%
1000322.62360519,228322.785724192,608,M083,0.00000000000,P.S. 083 Luis Munoz Rivera,310000000000.00000000000,DOE,General Academic,Elementary,M083,219 EAST 109 STREET,NY,40.79336300000,-73.94195500000,111,8,18000,0.00000000000,MN34,East Harlem North,COMMUNITY SCHOOL DISTRICT 04,04M083,168.78272996500,12653365283900000.00000000000,P.S. 083 Luis Munoz Rivera,2018-19,414,31,40,61,66,67,71,78,0,0,0,0,0,0,0,359,87%,80%
1002255.58854149,236928.65028411,610,M085,0.00000000000,Global Community Charter School,311000000000.00000000000,Charter,General Academic,Elementary,M838,2350 5TH AVENUE,NY,40.81698000000,-73.93495100000,110,9,21400,0.00000000000,MN03,Central Harlem North-Polo Grounds,OFFICE OF CHARTER SCHOOLS,84M085,0.00000000000,0.00000000000,Global Community Charter School,2018-19,420,0,90,77,78,70,60,45,0,0,0,0,0,0,0,371,88%,87%
980378.608658252,200499.895007976,612,M089,0.00000000000,P.S. 89,310000000000.00000000000,DOE,General Academic,Elementary,M089,201 WARREN STREET,NY,40.71701000000,-74.01396700000,101,1,31703,0.00000000000,MN25,Battery Park City-Lower Manhattan,COMMUNITY SCHOOL DISTRICT 02,02M089,-140.97950208600,12928992359000000.00000000000,P.S. 89,2018-19,456,35,88,92,63,47,61,70,0,0,0,0,0,0,0,40,9%,9%
979410.651307159,196628.695647116,614,M094,0.00000000000,P.S. M094,308000000000.00000000000,DOE,Special Education,K-12 all grades,M276,55 BATTERY PLACE,NY,40.70638400000,-74.01745600000,101,1,31704,0.00000000000,MN25,Battery Park City-Lower Manhattan,CITYWIDE SPECIAL EDUCATION,75M094,0.00000000000,0.00000000000,P.S. M094,2018-19,413,0,30,49,26,40,64,57,39,40,39,7,10,7,5,337,82%,85%
1001301.57273985,228919.869959703,618,M102,0.00000000000,P.S. 102 Jacques Cartier,310000000000.00000000000,DOE,General Academic,Elementary,M102,315 EAST 113 STREET,NY,40.79500000000,-73.93841800000,111,8,18000,0.00000000000,MN34,East Harlem North,COMMUNITY SCHOOL DISTRICT 04,04M102,-147.62273793500,9519163341420000.00000000000,P.S. 102 Jacques Cartier,2018-19,265,25,28,45,37,42,47,41,0,0,0,0,0,0,0,257,97%,82%
989850.111603731,200205.12403488,622,M110,0.00000000000,P.S. 110 Florence Nightingale,310000000000.00000000000,DOE,General Academic,Elementary,M110,285 DELANCY STREET,NY,40.71620000000,-73.97980000000,103,1,1200,0.00000000000,MN28,Lower East Side,COMMUNITY SCHOOL DISTRICT 01,01M110,75.57956558010,9785544363530000.00000000000,P.S. 110 Florence Nightingale,2018-19,372,34,59,66,59,52,45,57,0,0,0,0,0,0,0,210,57%,59%
1003485.65411986,229609.732061723,624,M112,0.00000000000,P.S. 112 Jose Celso Barbosa,310000000000.00000000000,DOE,General Academic,Early Childhood,M112,535 EAST 119 STREET,NY,40.79688900000,-73.93052800000,111,8,19200,0.00000000000,MN34,East Harlem North,COMMUNITY SCHOOL DISTRICT 04,04M112,139.30970366900,9853464166590000.00000000000,P.S. 112 Jose Celso Barbosa,2018-19,319,45,98,93,83,0,0,0,0,0,0,0,0,0,0,247,77%,85%
984965.671114174,198182.820201105,631,M126,0.00000000000,P.S. 126 Jacob August Riis,310000000000.00000000000,DOE,General Academic,K-8,M126,80 CATHERINE STREET,NY,40.71065100000,-73.99742000000,103,1,2500,0.00000000000,MN27,Chinatown,COMMUNITY SCHOOL DISTRICT 02,02M126,23.67083610450,10344276575200000.00000000000,P.S. 126 Jacob August Riis,2018-19,712,21,53,66,57,55,62,61,115,114,108,0,0,0,0,544,76%,75%
1001217.40777219,226928.722674945,646,M146,0.00000000000,P.S. 146 Ann M. Short,310000000000.00000000000,DOE,General Academic,Elementary,M146,421 EAST 106 STREET,NY,40.78953500000,-73.93872700000,111,8,16200,0.00000000000,MN33,East Harlem South,COMMUNITY SCHOOL DISTRICT 04,04M146,161.91788054800,11094699763900000.00000000000,P.S. 146 Ann M. Short,2018-19,383,47,52,42,52,73,57,60,0,0,0,0,0,0,0,373,97%,94%
981234.470061985,201417.886569465,649,M150,0.00000000000,P.S. 150,310000000000.00000000000,DOE,General Academic,Elementary,M840,334 GREENWICH STREET,NY,40.71953000000,-74.01088000000,101,1,3900,0.00000000000,MN24,SoHo-TriBeCa-Civic Center-Little Italy,COMMUNITY SCHOOL DISTRICT 02,02M150,114.96459517300,11252145180800000.00000000000,P.S. 150,2018-19,189,18,28,30,29,30,29,25,0,0,0,0,0,0,0,33,18%,14%
1001999.4866567,229833.757908173,654,M155,0.00000000000,P.S. 155 William Paca,310000000000.00000000000,DOE,General Academic,Elementary,M155,319 EAST 117 STREET,NY,40.79750700000,-73.93589500000,111,8,18800,0.00000000000,MN34,East Harlem North,COMMUNITY SCHOOL DISTRICT 04,04M155,160.78936673100,11452555565500000.00000000000,P.S. 155 William Paca,2018-19,248,31,29,29,28,44,51,36,0,0,0,0,0,0,0,240,97%,95%
998513.624241922,228425.854222579,662,M168,0.00000000000,East Harlem Scholars Academy Charter School II,310000000000.00000000000,Charter,General Academic,Elementary,M013,1573 MADISON AVENUE,NY,40.79364900000,-73.94848800000,111,8,17401,0.00000000000,MN33,East Harlem South,OFFICE OF CHARTER SCHOOLS,84M168,0.00000000000,0.00000000000,East Harlem Scholars Academy Charter School II,2018-19,477,56,56,53,66,62,65,61,58,0,0,0,0,0,0,432,91%,88%
1000322.62360519,228322.785724192,672,M182,0.00000000000,The Bilingual Bicultural School,310000000000.00000000000,DOE,General Academic,Elementary,M083,219 EAST 109 STREET,NY,40.79336300000,-73.94195500000,111,8,18000,0.00000000000,MN34,East Harlem North,COMMUNITY SCHOOL DISTRICT 04,04M182,7.11718605611,12607881601900000.00000000000,The Bilingual Bicultural School,2018-19,314,29,29,37,50,56,53,60,0,0,0,0,0,0,0,302,96%,93%
990520.621072448,201548.938927485,678,M188,0.00000000000,P.S. 188 The Island School,310000000000.00000000000,DOE,General Academic,K-8,M188,442 EAST HOUSTON STREET,NY,40.71988800000,-73.97738000000,103,2,2000,0.00000000000,MN28,Lower East Side,COMMUNITY SCHOOL DISTRICT 01,01M188,93.50825321960,12882375554800000.00000000000,P.S. 188 The Island School,2018-19,407,16,24,37,32,49,39,55,48,54,53,0,0,0,0,381,94%,96%
1003485.65411986,229609.732061723,689,M206,0.00000000000,P.S. 206 Jose Celso Barbosa,310000000000.00000000000,DOE,General Academic,K-8,M206,508 EAST 120 STREET,NY,40.79688900000,-73.93052800000,111,8,19200,0.00000000000,MN34,East Harlem North,COMMUNITY SCHOOL DISTRICT 04,04M206,-89.55488331440,9651149179460000.00000000000,P.S. 206 Jose Celso Barbosa,2018-19,477,0,0,0,0,76,83,91,81,73,73,0,0,0,0,380,80%,87%
996320.426244327,213832.744272531,694,M217,0.00000000000,P.S./I.S. 217 Roosevelt Island,310000000000.00000000000,DOE,General Academic,K-8,M271,645 MAIN STREET,NY,40.75359800000,-73.95643500000,108,5,23801,0.00000000000,MN31,Lenox Hill-Roosevelt Island,COMMUNITY SCHOOL DISTRICT 02,02M217,170.90226988100,10025473256600000.00000000000,P.S./I.S. 217 Roosevelt Island,2018-19,617,31,95,89,68,73,85,88,29,31,28,0,0,0,0,204,33%,29%
1000269.5082637,225314.806121239,696,M224,0.00000000000,M.S. 224 Manhattan East School for Arts & Academic,310000000000.00000000000,DOE,General Academic,Junior High-Intermediate-Middle,M099,410 EAST 100 STREET,NY,40.78510700000,-73.94215400000,111,8,16200,0.00000000000,MN33,East Harlem South,COMMUNITY SCHOOL DISTRICT 04,04M224,41.35301962360,10272314359800000.00000000000,M.S. 224 Manhattan East School for Arts & Academic,2018-19,185,0,0,0,0,0,0,0,61,60,64,0,0,0,0,127,69%,71%
981234.470061985,201417.886569465,699,M234,0.00000000000,P.S. 234 Independence School,310000000000.00000000000,DOE,General Academic,Elementary,M234,292 GREENWICH STREET,NY,40.71953000000,-74.01088000000,101,1,3900,0.00000000000,MN24,SoHo-TriBeCa-Civic Center-Little Italy,COMMUNITY SCHOOL DISTRICT 02,02M234,-12.18053856980,10637090547100000.00000000000,P.S. 234 Independence School,2018-19,638,0,135,106,94,109,100,94,0,0,0,0,0,0,0,66,10%,8%
979410.651307159,196628.695647116,713,M276,0.00000000000,Battery Park City School,310000000000.00000000000,DOE,General Academic,K-8,M276,55 BATTERY PLACE,NY,40.70638400000,-74.01745600000,101,1,31704,0.00000000000,MN25,Battery Park City-Lower Manhattan,COMMUNITY SCHOOL DISTRICT 02,02M276,77.43265474350,12339854261500000.00000000000,Battery Park City School,2018-19,849,18,100,87,92,86,96,88,97,94,91,0,0,0,0,128,15%,16%
991845.064112707,210438.999388824,717,M281,0.00000000000,The River School,310000000000.00000000000,DOE,General Academic,Elementary,M281,425 EAST 35TH STREET,NY,40.74428800000,-73.97259200000,106,4,8601,0.00000000000,MN19,Turtle Bay-East Midtown,COMMUNITY SCHOOL DISTRICT 02,02M281,-62.23504003220,12562584468600000.00000000000,The River School,2018-19,338,36,74,77,51,40,28,32,0,0,0,0,0,0,0,102,30%,19%
980378.608658252,200499.895007976,723,M289,0.00000000000,I.S. 289,310000000000.00000000000,DOE,General Academic,Junior High-Intermediate-Middle,M089,201 WARREN STREET,NY,40.71701000000,-74.01396700000,101,1,31703,0.00000000000,MN25,Battery Park City-Lower Manhattan,COMMUNITY SCHOOL DISTRICT 02,02M289,20.10209327160,12928578634500000.00000000000,I.S. 289,2018-19,284,0,0,0,0,0,0,0,98,93,93,0,0,0,0,150,53%,48%
999302.42807694,224951.67438458,740,M310,0.00000000000,THE JUDITH S. KAYE HIGH SCHOOL,310000000000.00000000000,DOE,Transfer School,Secondary School,M646,321 EAST ��������������,NY,40.78411200000,-73.94564700000,111,8,15602,0.00000000000,MN33,East Harlem South,COMMUNITY SCHOOL DISTRICT 04,04M310,-174.86510435300,9785231227810000.00000000000,THE JUDITH S. KAYE HIGH SCHOOL,2018-19,101,0,0,0,0,0,0,0,0,0,0,17,38,29,17,76,75%,83%
990277.658247316,204335.643840174,745,M315,0.00000000000,The East Village Community School,310000000000.00000000000,DOE,General Academic,Elementary,M061,610 EAST ��������������,NY,40.72753700000,-73.97825400000,103,2,2800,0.00000000000,MN28,Lower East Side,COMMUNITY SCHOOL DISTRICT 01,01M315,161.77058120100,9956037959350000.00000000000,The East Village Community School,2018-19,333,36,50,49,50,50,53,45,0,0,0,0,0,0,0,90,27%,34%
990520.621072448,201548.938927485,754,M330,0.00000000000,Girls Preparatory Charter School of New York,310000000000.00000000000,Charter,General Academic,K-8,M188,442 EAST HOUSTON STREET,NY,40.71988800000,-73.97738000000,103,2,2000,0.00000000000,MN28,Lower East Side,OFFICE OF CHARTER SCHOOLS,84M330,0.00000000000,0.00000000000,Girls Preparatory Charter School of New York,2018-19,647,0,48,52,74,86,78,84,90,68,67,0,0,0,0,481,74%,78%
1002595.66813502,230474.702277632,758,M335,0.00000000000,Harlem Village Academy East Charter School,310000000000.00000000000,Charter,General Academic,K-12 all grades,M045,2351 FIRST AVENUE,NY,40.79926500000,-73.93374000000,111,8,19400,0.00000000000,MN34,East Harlem North,OFFICE OF CHARTER SCHOOLS,84M335,0.00000000000,0.00000000000,Harlem Village Academy East Charter School,2018-19,699,0,58,74,90,59,62,44,52,62,35,49,38,26,50,569,81%,81%
1000611.40171945,225479.713326436,760,M337,0.00000000000,New York Center for Autism Charter School,310000000000.00000000000,Charter,Special Education,Ungraded,M050,433 EAST 100 STREET,NY,40.78555900000,-73.94091900000,111,8,16200,0.00000000000,MN33,East Harlem South,OFFICE OF CHARTER SCHOOLS,84M337,0.00000000000,0.00000000000,New York Center for Autism Charter School,2018-19,39,0,9,0,4,2,1,4,0,0,3,5,5,3,3,35,90%,91%
983583.074005803,197498.971229344,764,M343,0.00000000000,The Peck Slip School,310000000000.00000000000,DOE,General Academic,Elementary,M343,1 PECK SLIP,NY,40.70877400000,-74.00240700000,101,1,1501,0.00000000000,MN25,Battery Park City-Lower Manhattan,COMMUNITY SCHOOL DISTRICT 02,02M343,23.52113911530,10977915861400000.00000000000,The Peck Slip School,2018-19,468,36,100,82,72,68,59,51,0,0,0,0,0,0,0,60,13%,10%
990277.658247316,204335.643840174,774,M361,0.00000000000,The Children's Workshop School,310000000000.00000000000,DOE,General Academic,Elementary,M061,610 EAST ��������������,NY,40.72753700000,-73.97825400000,103,2,2800,0.00000000000,MN28,Lower East Side,COMMUNITY SCHOOL DISTRICT 01,01M361,52.25138358150,11698080441800000.00000000000,The Children's Workshop School,2018-19,320,36,54,47,55,43,48,37,0,0,0,0,0,0,0,154,48%,53%
1000231.44282332,228028.707480853,781,M372,0.00000000000,Esperanza Preparatory Academy,310000000000.00000000000,DOE,General Academic,Secondary School,M117,240 EAST 109 STREET,NY,40.79255600000,-73.94228500000,111,8,17000,0.00000000000,MN33,East Harlem South,COMMUNITY SCHOOL DISTRICT 04,04M372,60.05270660660,12164721570500000.00000000000,Esperanza Preparatory Academy,2018-19,569,0,0,0,0,0,0,0,65,73,77,81,92,87,94,498,88%,92%
1001999.4866567,229833.757908173,786,M377,0.00000000000,Renaissance School of the Arts,310000000000.00000000000,DOE,General Academic,Junior High-Intermediate-Middle,M155,319 EAST 117 STREET,NY,40.79750700000,-73.93589500000,111,8,18800,0.00000000000,MN34,East Harlem North,COMMUNITY SCHOOL DISTRICT 04,04M377,72.81316512080,12383838713900000.00000000000,Renaissance School of the Arts,2018-19,168,0,0,0,0,0,0,0,75,57,36,0,0,0,0,159,95%,94%
999452.476558746,226796.027689854,788,M382,0.00000000000,DREAM Charter School,310000000000.00000000000,Charter,General Academic,K-12 all grades,MBMF,1991 SECOND AVENUE,NY,40.78917400000,-73.94510100000,111,8,16400,0.00000000000,MN33,East Harlem South,OFFICE OF CHARTER SCHOOLS,84M382,0.00000000000,0.00000000000,DREAM Charter School,2018-19,728,36,54,54,54,55,54,54,54,54,54,107,98,0,0,629,86%,85%
1000269.5082637,225314.806121239,790,M385,0.00000000000,Success Academy Charter School - Harlem 3,310000000000.00000000000,Charter,General Academic,K-12 all grades,M099,410 EAST 100 STREET,NY,40.78510700000,-73.94215400000,111,8,16200,0.00000000000,MN33,East Harlem South,OFFICE OF CHARTER SCHOOLS,84M385,0.00000000000,0.00000000000,Success Academy Charter School - Harlem 3,2018-19,1108,0,65,84,83,87,81,129,105,134,112,152,76,0,0,841,76%,77%
981144.52056763,196013.787376084,812,M418,0.00000000000,Millennium High School,310000000000.00000000000,DOE,General Academic,High school,M824,75 BROAD STREET,NY,40.70469700000,-74.01120200000,101,1,900,0.00000000000,MN25,Battery Park City-Lower Manhattan,,02M418,-139.38978327900,10059995806700000.00000000000,Millennium High School,2018-19,681,0,0,0,0,0,0,0,0,0,0,211,166,164,140,336,49%,47%
1000269.5082637,225314.806121239,822,M433,0.00000000000,Renaissance Charter High School for Innovation,310000000000.00000000000,Charter,General Academic,High school,M099,410 EAST 100 STREET,NY,40.78510700000,-73.94215400000,111,8,16200,0.00000000000,MN33,East Harlem South,OFFICE OF CHARTER SCHOOLS,84M433,0.00000000000,0.00000000000,Renaissance Charter High School for Innovation,2018-19,444,0,0,0,0,0,0,0,0,0,0,110,97,115,122,368,83%,88%
1002838.5155246,228623.701993326,823,M435,0.00000000000,Manhattan Center for Science and Mathematics,310000000000.00000000000,DOE,General Academic,High school,M435,260 PLEASANT AVENUE,NY,40.79418400000,-73.93286800000,111,8,17800,0.00000000000,MN34,East Harlem North,,04M435,29.84240446590,10674033885800000.00000000000,Manhattan Center for Science and Mathematics,2018-19,1650,0,0,0,0,0,0,0,0,0,0,412,441,421,376,1326,80%,75%
980391.419098333,200869.688433811,838,M475,0.00000000000,Stuyvesant High School,310000000000.00000000000,DOE,General Academic,High school,M477,345 CHAMBERS STREET,NY,40.71802500000,-74.01392100000,101,1,31703,0.00000000000,MN25,Battery Park City-Lower Manhattan,,02M475,67.11621357030,12295458255000000.00000000000,Stuyvesant High School,2018-19,3316,0,0,0,0,0,0,0,0,0,0,823,822,849,822,1384,42%,39%
999731.642100834,227166.732309909,848,M495,0.00000000000,Park East High School,310000000000.00000000000,DOE,General Academic,High school,M495,230 EAST 105 STREET,NY,40.79019100000,-73.94409200000,111,8,17000,0.00000000000,MN33,East Harlem South,,04M495,55.23716471020,13210656951000000.00000000000,Park East High School,2018-19,389,0,0,0,0,0,0,0,0,0,0,90,97,95,107,314,81%,76%
998513.624241922,228425.854222579,849,M497,0.00000000000,Central Park East I,310000000000.00000000000,DOE,General Academic,Elementary,M013,1573 MADISON AVENUE,NY,40.79364900000,-73.94848800000,111,8,17401,0.00000000000,MN33,East Harlem South,COMMUNITY SCHOOL DISTRICT 04,04M497,173.26279499900,13306383776900000.00000000000,Central Park East I,2018-19,189,33,25,22,21,29,33,26,0,0,0,0,0,0,0,83,44%,55%
1000177.50340817,227101.076433076,860,M518,0.00000000000,East Harlem Scholars Academy Charter School,310000000000.00000000000,Charter,General Academic,K-8,MBMC,2050 Second Avenue,NY,40.79001000000,-73.94248200000,111,8,17000,0.00000000000,MN33,East Harlem South,OFFICE OF CHARTER SCHOOLS,84M518,0.00000000000,0.00000000000,East Harlem Scholars Academy Charter School,2018-19,604,19,62,59,62,59,60,59,58,86,80,0,0,0,0,601,100%,85%
982949.866382087,203013.866888043,863,M522,0.00000000000,Broome Street Academy Charter School,310000000000.00000000000,Charter,General Academic,High school,MBDF,121 AVENUE OF THE AMERICAS,NY,40.72391100000,-74.00469200000,102,3,3700,0.00000000000,MN24,SoHo-TriBeCa-Civic Center-Little Italy,OFFICE OF CHARTER SCHOOLS,84M522,0.00000000000,0.00000000000,Broome Street Academy Charter School,2018-19,302,0,0,0,0,0,0,0,0,0,0,98,77,74,53,224,74%,80%
978997.597970135,190474.890528513,880,M551,0.00000000000,Urban Assembly New York Harbor School,310000000000.00000000000,DOE,Career Technical,High school,M877,"10 SOUTH STREET, SLIP 7",NY,40.68949300000,-74.01894100000,101,1,500,0.00000000000,MN99,park-cemetery-etc-Manhattan,,02M551,-109.04159786000,11291181846000000.00000000000,Urban Assembly New York Harbor School,2018-19,533,0,0,0,0,0,0,0,0,0,0,152,149,135,97,291,55%,53%
998513.624241922,228425.854222579,882,M555,0.00000000000,Central Park East High School,310000000000.00000000000,DOE,General Academic,High school,M013,1573 MADISON AVENUE,NY,40.79364900000,-73.94848800000,111,8,17401,0.00000000000,MN33,East Harlem South,,04M555,-164.33835985600,11451822616400000.00000000000,Central Park East High School,2018-19,508,0,0,0,0,0,0,0,0,0,0,148,142,110,108,396,78%,73%
998878.447517361,228164.843600725,891,M610,0.00000000000,Young Women's Leadership School,310000000000.00000000000,DOE,General Academic,Secondary School,M895,105 EAST 106TH STREET,NY,40.79293200000,-73.94717100000,111,8,17200,0.00000000000,MN33,East Harlem South,,04M610,-113.71444090900,9784761540680000.00000000000,Young Women's Leadership School,2018-19,480,0,0,0,0,0,0,0,55,56,55,78,83,81,72,375,78%,78%
999223.411581966,224650.685572514,895,M655,0.00000000000,Life Sciences Secondary School,310000000000.00000000000,DOE,General Academic,Secondary School,M645,320 EAST ��������������,NY,40.78328600000,-73.94593300000,108,5,15601,0.00000000000,MN32,Yorkville,,02M655,177.08020184400,11451639385500000.00000000000,Life Sciences Secondary School,2018-19,425,0,0,0,0,0,0,0,0,0,0,84,156,96,89,335,79%,85%
